run_idx,phase,tag,day,fit_cov,mean_geh,wall_s,params_json
45,explore,x021,2026-06-02,0.147,20.436,1086.6,"{""N.s_entry.4"": 0.9428, ""N.s_entry.5"": 0.3012, ""N.s_entry.6"": 0.1518, ""N.s_entry.7"": 0.3559, ""N.s_entry.8"": 0.5488, ""N.s_entry.9"": 0.9249, ""N.s_entry.10"": 0.3479, ""N.s_or.4"": 0.785, ""N.s_or.5"": 0.6903, ""N.s_or.6"": 0.5086, ""N.s_or.7"": 0.8227, ""N.s_or.8"": 0.8406, ""N.s_or.9"": 0.3402, ""N.s_or.10"": 0.8827, ""N.m_off.4"": 0.3036, ""N.m_off.5"": 0.1823, ""N.m_off.6"": 0.8584, ""N.m_off.7"": 0.3479, ""N.m_off.8"": 0.2128, ""N.m_off.9"": 0.4433, ""N.m_off.10"": 0.8359, ""N.q_dead.None"": 0.9364, ""S.s_entry.4"": 0.316, ""S.s_entry.5"": 0.5718, ""S.s_entry.6"": 0.6501, ""S.s_entry.7"": 0.1756, ""S.s_entry.8"": 0.4707, ""S.s_entry.9"": 0.5304, ""S.s_entry.10"": 0.961, ""S.s_or.4"": 0.3539, ""S.s_or.5"": 0.4951, ""S.s_or.6"": 0.0175, ""S.s_or.7"": 0.2263, ""S.s_or.8"": 0.2508, ""S.s_or.9"": 0.8904, ""S.s_or.10"": 0.1181, ""S.m_off.4"": 0.829, ""S.m_off.5"": 0.1583, ""S.m_off.6"": 0.868, ""S.m_off.7"": 0.0471, ""S.m_off.8"": 0.8525, ""S.m_off.9"": 0.6096, ""S.m_off.10"": 0.0636, ""S.q_dead.None"": 0.7459}"
46,explore,x021,2026-06-04,0.1586,20.687,19545.5,"{""N.s_entry.4"": 0.9428, ""N.s_entry.5"": 0.3012, ""N.s_entry.6"": 0.1518, ""N.s_entry.7"": 0.3559, ""N.s_entry.8"": 0.5488, ""N.s_entry.9"": 0.9249, ""N.s_entry.10"": 0.3479, ""N.s_or.4"": 0.785, ""N.s_or.5"": 0.6903, ""N.s_or.6"": 0.5086, ""N.s_or.7"": 0.8227, ""N.s_or.8"": 0.8406, ""N.s_or.9"": 0.3402, ""N.s_or.10"": 0.8827, ""N.m_off.4"": 0.3036, ""N.m_off.5"": 0.1823, ""N.m_off.6"": 0.8584, ""N.m_off.7"": 0.3479, ""N.m_off.8"": 0.2128, ""N.m_off.9"": 0.4433, ""N.m_off.10"": 0.8359, ""N.q_dead.None"": 0.9364, ""S.s_entry.4"": 0.316, ""S.s_entry.5"": 0.5718, ""S.s_entry.6"": 0.6501, ""S.s_entry.7"": 0.1756, ""S.s_entry.8"": 0.4707, ""S.s_entry.9"": 0.5304, ""S.s_entry.10"": 0.961, ""S.s_or.4"": 0.3539, ""S.s_or.5"": 0.4951, ""S.s_or.6"": 0.0175, ""S.s_or.7"": 0.2263, ""S.s_or.8"": 0.2508, ""S.s_or.9"": 0.8904, ""S.s_or.10"": 0.1181, ""S.m_off.4"": 0.829, ""S.m_off.5"": 0.1583, ""S.m_off.6"": 0.868, ""S.m_off.7"": 0.0471, ""S.m_off.8"": 0.8525, ""S.m_off.9"": 0.6096, ""S.m_off.10"": 0.0636, ""S.q_dead.None"": 0.7459}"
47,explore,x023,2026-06-02,0.1979,13.922,1037.2,"{""N.s_entry.4"": 0.3981, ""N.s_entry.5"": 0.1364, ""N.s_entry.6"": 0.0951, ""N.s_entry.7"": 0.6225, ""N.s_entry.8"": 0.6912, ""N.s_entry.9"": 0.3001, ""N.s_entry.10"": 0.1448, ""N.s_or.4"": 0.1518, ""N.s_or.5"": 0.8532, ""N.s_or.6"": 0.4767, ""N.s_or.7"": 0.9425, ""N.s_or.8"": 0.0767, ""N.s_or.9"": 0.6309, ""N.s_or.10"": 0.5667, ""N.m_off.4"": 0.9174, ""N.m_off.5"": 0.4264, ""N.m_off.6"": 0.0641, ""N.m_off.7"": 0.2165, ""N.m_off.8"": 0.9812, ""N.m_off.9"": 0.9203, ""N.m_off.10"": 0.5852, ""N.q_dead.None"": 0.4581, ""S.s_entry.4"": 0.7772, ""S.s_entry.5"": 0.8868, ""S.s_entry.6"": 0.4943, ""S.s_entry.7"": 0.4102, ""S.s_entry.8"": 0.9535, ""S.s_entry.9"": 0.0238, ""S.s_entry.10"": 0.3635, ""S.s_or.4"": 0.341, ""S.s_or.5"": 0.1119, ""S.s_or.6"": 0.4424, ""S.s_or.7"": 0.7377, ""S.s_or.8"": 0.1275, ""S.s_or.9"": 0.5306, ""S.s_or.10"": 0.6837, ""S.m_off.4"": 0.2001, ""S.m_off.5"": 0.6614, ""S.m_off.6"": 0.1341, ""S.m_off.7"": 0.7037, ""S.m_off.8"": 0.2507, ""S.m_off.9"": 0.5482, ""S.m_off.10"": 0.938, ""S.q_dead.None"": 0.1151}"
48,explore,x023,2026-06-04,0.2604,13.683,827.8,"{""N.s_entry.4"": 0.3981, ""N.s_entry.5"": 0.1364, ""N.s_entry.6"": 0.0951, ""N.s_entry.7"": 0.6225, ""N.s_entry.8"": 0.6912, ""N.s_entry.9"": 0.3001, ""N.s_entry.10"": 0.1448, ""N.s_or.4"": 0.1518, ""N.s_or.5"": 0.8532, ""N.s_or.6"": 0.4767, ""N.s_or.7"": 0.9425, ""N.s_or.8"": 0.0767, ""N.s_or.9"": 0.6309, ""N.s_or.10"": 0.5667, ""N.m_off.4"": 0.9174, ""N.m_off.5"": 0.4264, ""N.m_off.6"": 0.0641, ""N.m_off.7"": 0.2165, ""N.m_off.8"": 0.9812, ""N.m_off.9"": 0.9203, ""N.m_off.10"": 0.5852, ""N.q_dead.None"": 0.4581, ""S.s_entry.4"": 0.7772, ""S.s_entry.5"": 0.8868, ""S.s_entry.6"": 0.4943, ""S.s_entry.7"": 0.4102, ""S.s_entry.8"": 0.9535, ""S.s_entry.9"": 0.0238, ""S.s_entry.10"": 0.3635, ""S.s_or.4"": 0.341, ""S.s_or.5"": 0.1119, ""S.s_or.6"": 0.4424, ""S.s_or.7"": 0.7377, ""S.s_or.8"": 0.1275, ""S.s_or.9"": 0.5306, ""S.s_or.10"": 0.6837, ""S.m_off.4"": 0.2001, ""S.m_off.5"": 0.6614, ""S.m_off.6"": 0.1341, ""S.m_off.7"": 0.7037, ""S.m_off.8"": 0.2507, ""S.m_off.9"": 0.5482, ""S.m_off.10"": 0.938, ""S.q_dead.None"": 0.1151}"
49,explore,x024,2026-06-02,0.2639,11.324,649.3,"{""N.s_entry.4"": 0.5315, ""N.s_entry.5"": 0.4413, ""N.s_entry.6"": 0.5077, ""N.s_entry.7"": 0.5218, ""N.s_entry.8"": 0.3418, ""N.s_entry.9"": 0.3547, ""N.s_entry.10"": 0.4192, ""N.s_or.4"": 0.4436, ""N.s_or.5"": 0.3469, ""N.s_or.6"": 0.3323, ""N.s_or.7"": 0.4183, ""N.s_or.8"": 0.4688, ""N.s_or.9"": 0.3472, ""N.s_or.10"": 0.2467, ""N.m_off.4"": 0.4678, ""N.m_off.5"": 0.4413, ""N.m_off.6"": 0.2473, ""N.m_off.7"": 0.304, ""N.m_off.8"": 0.2488, ""N.m_off.9"": 0.4038, ""N.m_off.10"": 0.4415, ""N.q_dead.None"": 0.1004, ""S.s_entry.4"": 0.3484, ""S.s_entry.5"": 0.2578, ""S.s_entry.6"": 0.4959, ""S.s_entry.7"": 0.4694, ""S.s_entry.8"": 0.4266, ""S.s_entry.9"": 0.2481, ""S.s_entry.10"": 0.2516, ""S.s_or.4"": 0.4376, ""S.s_or.5"": 0.3273, ""S.s_or.6"": 0.2922, ""S.s_or.7"": 0.3318, ""S.s_or.8"": 0.331, ""S.s_or.9"": 0.4899, ""S.s_or.10"": 0.4246, ""S.m_off.4"": 0.4041, ""S.m_off.5"": 0.5268, ""S.m_off.6"": 0.4159, ""S.m_off.7"": 0.3236, ""S.m_off.8"": 0.3478, ""S.m_off.9"": 0.3739, ""S.m_off.10"": 0.4546, ""S.q_dead.None"": 0.1862}"
50,explore,x024,2026-06-04,0.3021,10.728,675.3,"{""N.s_entry.4"": 0.5315, ""N.s_entry.5"": 0.4413, ""N.s_entry.6"": 0.5077, ""N.s_entry.7"": 0.5218, ""N.s_entry.8"": 0.3418, ""N.s_entry.9"": 0.3547, ""N.s_entry.10"": 0.4192, ""N.s_or.4"": 0.4436, ""N.s_or.5"": 0.3469, ""N.s_or.6"": 0.3323, ""N.s_or.7"": 0.4183, ""N.s_or.8"": 0.4688, ""N.s_or.9"": 0.3472, ""N.s_or.10"": 0.2467, ""N.m_off.4"": 0.4678, ""N.m_off.5"": 0.4413, ""N.m_off.6"": 0.2473, ""N.m_off.7"": 0.304, ""N.m_off.8"": 0.2488, ""N.m_off.9"": 0.4038, ""N.m_off.10"": 0.4415, ""N.q_dead.None"": 0.1004, ""S.s_entry.4"": 0.3484, ""S.s_entry.5"": 0.2578, ""S.s_entry.6"": 0.4959, ""S.s_entry.7"": 0.4694, ""S.s_entry.8"": 0.4266, ""S.s_entry.9"": 0.2481, ""S.s_entry.10"": 0.2516, ""S.s_or.4"": 0.4376, ""S.s_or.5"": 0.3273, ""S.s_or.6"": 0.2922, ""S.s_or.7"": 0.3318, ""S.s_or.8"": 0.331, ""S.s_or.9"": 0.4899, ""S.s_or.10"": 0.4246, ""S.m_off.4"": 0.4041, ""S.m_off.5"": 0.5268, ""S.m_off.6"": 0.4159, ""S.m_off.7"": 0.3236, ""S.m_off.8"": 0.3478, ""S.m_off.9"": 0.3739, ""S.m_off.10"": 0.4546, ""S.q_dead.None"": 0.1862}"
51,explore,x026,2026-06-02,0.2558,11.292,677.1,"{""N.s_entry.4"": 0.284, ""N.s_entry.5"": 0.2745, ""N.s_entry.6"": 0.4911, ""N.s_entry.7"": 0.2534, ""N.s_entry.8"": 0.378, ""N.s_entry.9"": 0.5235, ""N.s_entry.10"": 0.4407, ""N.s_or.4"": 0.4569, ""N.s_or.5"": 0.2995, ""N.s_or.6"": 0.308, ""N.s_or.7"": 0.2586, ""N.s_or.8"": 0.2636, ""N.s_or.9"": 0.2745, ""N.s_or.10"": 0.3098, ""N.m_off.4"": 0.3654, ""N.m_off.5"": 0.2394, ""N.m_off.6"": 0.386, ""N.m_off.7"": 0.3422, ""N.m_off.8"": 0.3029, ""N.m_off.9"": 0.3944, ""N.m_off.10"": 0.5305, ""N.q_dead.None"": 0.0367, ""S.s_entry.4"": 0.3028, ""S.s_entry.5"": 0.3336, ""S.s_entry.6"": 0.4657, ""S.s_entry.7"": 0.4244, ""S.s_entry.8"": 0.2754, ""S.s_entry.9"": 0.4578, ""S.s_entry.10"": 0.3849, ""S.s_or.4"": 0.3094, ""S.s_or.5"": 0.3191, ""S.s_or.6"": 0.3946, ""S.s_or.7"": 0.2456, ""S.s_or.8"": 0.3261, ""S.s_or.9"": 0.4152, ""S.s_or.10"": 0.3745, ""S.m_off.4"": 0.2697, ""S.m_off.5"": 0.2514, ""S.m_off.6"": 0.2889, ""S.m_off.7"": 0.4944, ""S.m_off.8"": 0.2638, ""S.m_off.9"": 0.4233, ""S.m_off.10"": 0.4435, ""S.q_dead.None"": 0.15}"
52,explore,x026,2026-06-04,0.3287,11.413,1636.4,"{""N.s_entry.4"": 0.284, ""N.s_entry.5"": 0.2745, ""N.s_entry.6"": 0.4911, ""N.s_entry.7"": 0.2534, ""N.s_entry.8"": 0.378, ""N.s_entry.9"": 0.5235, ""N.s_entry.10"": 0.4407, ""N.s_or.4"": 0.4569, ""N.s_or.5"": 0.2995, ""N.s_or.6"": 0.308, ""N.s_or.7"": 0.2586, ""N.s_or.8"": 0.2636, ""N.s_or.9"": 0.2745, ""N.s_or.10"": 0.3098, ""N.m_off.4"": 0.3654, ""N.m_off.5"": 0.2394, ""N.m_off.6"": 0.386, ""N.m_off.7"": 0.3422, ""N.m_off.8"": 0.3029, ""N.m_off.9"": 0.3944, ""N.m_off.10"": 0.5305, ""N.q_dead.None"": 0.0367, ""S.s_entry.4"": 0.3028, ""S.s_entry.5"": 0.3336, ""S.s_entry.6"": 0.4657, ""S.s_entry.7"": 0.4244, ""S.s_entry.8"": 0.2754, ""S.s_entry.9"": 0.4578, ""S.s_entry.10"": 0.3849, ""S.s_or.4"": 0.3094, ""S.s_or.5"": 0.3191, ""S.s_or.6"": 0.3946, ""S.s_or.7"": 0.2456, ""S.s_or.8"": 0.3261, ""S.s_or.9"": 0.4152, ""S.s_or.10"": 0.3745, ""S.m_off.4"": 0.2697, ""S.m_off.5"": 0.2514, ""S.m_off.6"": 0.2889, ""S.m_off.7"": 0.4944, ""S.m_off.8"": 0.2638, ""S.m_off.9"": 0.4233, ""S.m_off.10"": 0.4435, ""S.q_dead.None"": 0.15}"
53,explore,x025,2026-06-02,0.1863,15.767,2207.9,"{""N.s_entry.4"": 0.6404, ""N.s_entry.5"": 0.2112, ""N.s_entry.6"": 0.0961, ""N.s_entry.7"": 0.2667, ""N.s_entry.8"": 0.5567, ""N.s_entry.9"": 0.5153, ""N.s_entry.10"": 0.4965, ""N.s_or.4"": 0.7255, ""N.s_or.5"": 0.7045, ""N.s_or.6"": 0.3156, ""N.s_or.7"": 0.9549, ""N.s_or.8"": 0.9314, ""N.s_or.9"": 0.1091, ""N.s_or.10"": 0.0151, ""N.m_off.4"": 0.6054, ""N.m_off.5"": 0.8045, ""N.m_off.6"": 0.2621, ""N.m_off.7"": 0.0477, ""N.m_off.8"": 0.473, ""N.m_off.9"": 0.2514, ""N.m_off.10"": 0.5242, ""N.q_dead.None"": 0.243, ""S.s_entry.4"": 0.1046, ""S.s_entry.5"": 0.7402, ""S.s_entry.6"": 0.9106, ""S.s_entry.7"": 0.4175, ""S.s_entry.8"": 0.3896, ""S.s_entry.9"": 0.2463, ""S.s_entry.10"": 0.4973, ""S.s_or.4"": 0.1969, ""S.s_or.5"": 0.4632, ""S.s_or.6"": 0.1212, ""S.s_or.7"": 0.3583, ""S.s_or.8"": 0.6354, ""S.s_or.9"": 0.3381, ""S.s_or.10"": 0.7124, ""S.m_off.4"": 0.6427, ""S.m_off.5"": 0.1726, ""S.m_off.6"": 0.9833, ""S.m_off.7"": 0.1081, ""S.m_off.8"": 0.4532, ""S.m_off.9"": 0.128, ""S.m_off.10"": 0.0897, ""S.q_dead.None"": 0.5365}"
54,explore,x025,2026-06-04,0.1933,15.663,907.3,"{""N.s_entry.4"": 0.6404, ""N.s_entry.5"": 0.2112, ""N.s_entry.6"": 0.0961, ""N.s_entry.7"": 0.2667, ""N.s_entry.8"": 0.5567, ""N.s_entry.9"": 0.5153, ""N.s_entry.10"": 0.4965, ""N.s_or.4"": 0.7255, ""N.s_or.5"": 0.7045, ""N.s_or.6"": 0.3156, ""N.s_or.7"": 0.9549, ""N.s_or.8"": 0.9314, ""N.s_or.9"": 0.1091, ""N.s_or.10"": 0.0151, ""N.m_off.4"": 0.6054, ""N.m_off.5"": 0.8045, ""N.m_off.6"": 0.2621, ""N.m_off.7"": 0.0477, ""N.m_off.8"": 0.473, ""N.m_off.9"": 0.2514, ""N.m_off.10"": 0.5242, ""N.q_dead.None"": 0.243, ""S.s_entry.4"": 0.1046, ""S.s_entry.5"": 0.7402, ""S.s_entry.6"": 0.9106, ""S.s_entry.7"": 0.4175, ""S.s_entry.8"": 0.3896, ""S.s_entry.9"": 0.2463, ""S.s_entry.10"": 0.4973, ""S.s_or.4"": 0.1969, ""S.s_or.5"": 0.4632, ""S.s_or.6"": 0.1212, ""S.s_or.7"": 0.3583, ""S.s_or.8"": 0.6354, ""S.s_or.9"": 0.3381, ""S.s_or.10"": 0.7124, ""S.m_off.4"": 0.6427, ""S.m_off.5"": 0.1726, ""S.m_off.6"": 0.9833, ""S.m_off.7"": 0.1081, ""S.m_off.8"": 0.4532, ""S.m_off.9"": 0.128, ""S.m_off.10"": 0.0897, ""S.q_dead.None"": 0.5365}"
55,explore,x028,2026-06-02,0.294,10.927,599.1,"{""N.s_entry.4"": 0.4443, ""N.s_entry.5"": 0.4628, ""N.s_entry.6"": 0.4687, ""N.s_entry.7"": 0.3131, ""N.s_entry.8"": 0.4299, ""N.s_entry.9"": 0.2374, ""N.s_entry.10"": 0.3758, ""N.s_or.4"": 0.4159, ""N.s_or.5"": 0.3558, ""N.s_or.6"": 0.2594, ""N.s_or.7"": 0.297, ""N.s_or.8"": 0.2498, ""N.s_or.9"": 0.2482, ""N.s_or.10"": 0.4902, ""N.m_off.4"": 0.3706, ""N.m_off.5"": 0.3251, ""N.m_off.6"": 0.2372, ""N.m_off.7"": 0.3181, ""N.m_off.8"": 0.2483, ""N.m_off.9"": 0.3351, ""N.m_off.10"": 0.41, ""N.q_dead.None"": 0.0605, ""S.s_entry.4"": 0.463, ""S.s_entry.5"": 0.2989, ""S.s_entry.6"": 0.4415, ""S.s_entry.7"": 0.3261, ""S.s_entry.8"": 0.3337, ""S.s_entry.9"": 0.3835, ""S.s_entry.10"": 0.3525, ""S.s_or.4"": 0.5085, ""S.s_or.5"": 0.2773, ""S.s_or.6"": 0.3225, ""S.s_or.7"": 0.2956, ""S.s_or.8"": 0.5319, ""S.s_or.9"": 0.4754, ""S.s_or.10"": 0.5312, ""S.m_off.4"": 0.458, ""S.m_off.5"": 0.3436, ""S.m_off.6"": 0.3711, ""S.m_off.7"": 0.41, ""S.m_off.8"": 0.5319, ""S.m_off.9"": 0.4254, ""S.m_off.10"": 0.3821, ""S.q_dead.None"": 0.1018}"
56,explore,x028,2026-06-04,0.4363,10.33,551.4,"{""N.s_entry.4"": 0.4443, ""N.s_entry.5"": 0.4628, ""N.s_entry.6"": 0.4687, ""N.s_entry.7"": 0.3131, ""N.s_entry.8"": 0.4299, ""N.s_entry.9"": 0.2374, ""N.s_entry.10"": 0.3758, ""N.s_or.4"": 0.4159, ""N.s_or.5"": 0.3558, ""N.s_or.6"": 0.2594, ""N.s_or.7"": 0.297, ""N.s_or.8"": 0.2498, ""N.s_or.9"": 0.2482, ""N.s_or.10"": 0.4902, ""N.m_off.4"": 0.3706, ""N.m_off.5"": 0.3251, ""N.m_off.6"": 0.2372, ""N.m_off.7"": 0.3181, ""N.m_off.8"": 0.2483, ""N.m_off.9"": 0.3351, ""N.m_off.10"": 0.41, ""N.q_dead.None"": 0.0605, ""S.s_entry.4"": 0.463, ""S.s_entry.5"": 0.2989, ""S.s_entry.6"": 0.4415, ""S.s_entry.7"": 0.3261, ""S.s_entry.8"": 0.3337, ""S.s_entry.9"": 0.3835, ""S.s_entry.10"": 0.3525, ""S.s_or.4"": 0.5085, ""S.s_or.5"": 0.2773, ""S.s_or.6"": 0.3225, ""S.s_or.7"": 0.2956, ""S.s_or.8"": 0.5319, ""S.s_or.9"": 0.4754, ""S.s_or.10"": 0.5312, ""S.m_off.4"": 0.458, ""S.m_off.5"": 0.3436, ""S.m_off.6"": 0.3711, ""S.m_off.7"": 0.41, ""S.m_off.8"": 0.5319, ""S.m_off.9"": 0.4254, ""S.m_off.10"": 0.3821, ""S.q_dead.None"": 0.1018}"
57,explore,x027,2026-06-02,0.2095,16.194,1331.6,"{""N.s_entry.4"": 0.6791, ""N.s_entry.5"": 0.9264, ""N.s_entry.6"": 0.8999, ""N.s_entry.7"": 0.7986, ""N.s_entry.8"": 0.6177, ""N.s_entry.9"": 0.963, ""N.s_entry.10"": 0.9545, ""N.s_or.4"": 0.5123, ""N.s_or.5"": 0.9401, ""N.s_or.6"": 0.4651, ""N.s_or.7"": 0.4416, ""N.s_or.8"": 0.3925, ""N.s_or.9"": 0.7805, ""N.s_or.10"": 0.6461, ""N.m_off.4"": 0.1853, ""N.m_off.5"": 0.7741, ""N.m_off.6"": 0.8239, ""N.m_off.7"": 0.1743, ""N.m_off.8"": 0.8523, ""N.m_off.9"": 0.5461, ""N.m_off.10"": 0.73, ""N.q_dead.None"": 0.8641, ""S.s_entry.4"": 0.9817, ""S.s_entry.5"": 0.3131, ""S.s_entry.6"": 0.5715, ""S.s_entry.7"": 0.6195, ""S.s_entry.8"": 0.189, ""S.s_entry.9"": 0.0438, ""S.s_entry.10"": 0.2549, ""S.s_or.4"": 0.6783, ""S.s_or.5"": 0.7472, ""S.s_or.6"": 0.0188, ""S.s_or.7"": 0.7825, ""S.s_or.8"": 0.8591, ""S.s_or.9"": 0.5602, ""S.s_or.10"": 0.8383, ""S.m_off.4"": 0.1953, ""S.m_off.5"": 0.4145, ""S.m_off.6"": 0.2334, ""S.m_off.7"": 0.8119, ""S.m_off.8"": 0.4766, ""S.m_off.9"": 0.5555, ""S.m_off.10"": 0.2783, ""S.q_dead.None"": 0.1885}"
58,explore,x027,2026-06-04,0.191,15.769,2194.6,"{""N.s_entry.4"": 0.6791, ""N.s_entry.5"": 0.9264, ""N.s_entry.6"": 0.8999, ""N.s_entry.7"": 0.7986, ""N.s_entry.8"": 0.6177, ""N.s_entry.9"": 0.963, ""N.s_entry.10"": 0.9545, ""N.s_or.4"": 0.5123, ""N.s_or.5"": 0.9401, ""N.s_or.6"": 0.4651, ""N.s_or.7"": 0.4416, ""N.s_or.8"": 0.3925, ""N.s_or.9"": 0.7805, ""N.s_or.10"": 0.6461, ""N.m_off.4"": 0.1853, ""N.m_off.5"": 0.7741, ""N.m_off.6"": 0.8239, ""N.m_off.7"": 0.1743, ""N.m_off.8"": 0.8523, ""N.m_off.9"": 0.5461, ""N.m_off.10"": 0.73, ""N.q_dead.None"": 0.8641, ""S.s_entry.4"": 0.9817, ""S.s_entry.5"": 0.3131, ""S.s_entry.6"": 0.5715, ""S.s_entry.7"": 0.6195, ""S.s_entry.8"": 0.189, ""S.s_entry.9"": 0.0438, ""S.s_entry.10"": 0.2549, ""S.s_or.4"": 0.6783, ""S.s_or.5"": 0.7472, ""S.s_or.6"": 0.0188, ""S.s_or.7"": 0.7825, ""S.s_or.8"": 0.8591, ""S.s_or.9"": 0.5602, ""S.s_or.10"": 0.8383, ""S.m_off.4"": 0.1953, ""S.m_off.5"": 0.4145, ""S.m_off.6"": 0.2334, ""S.m_off.7"": 0.8119, ""S.m_off.8"": 0.4766, ""S.m_off.9"": 0.5555, ""S.m_off.10"": 0.2783, ""S.q_dead.None"": 0.1885}"
59,explore,x029,2026-06-02,0.2188,14.564,2905.9,"{""N.s_entry.4"": 0.8292, ""N.s_entry.5"": 0.7799, ""N.s_entry.6"": 0.1782, ""N.s_entry.7"": 0.3935, ""N.s_entry.8"": 0.2765, ""N.s_entry.9"": 0.3731, ""N.s_entry.10"": 0.56, ""N.s_or.4"": 0.5938, ""N.s_or.5"": 0.7179, ""N.s_or.6"": 0.8723, ""N.s_or.7"": 0.8738, ""N.s_or.8"": 0.4342, ""N.s_or.9"": 0.626, ""N.s_or.10"": 0.0308, ""N.m_off.4"": 0.6759, ""N.m_off.5"": 0.7546, ""N.m_off.6"": 0.2559, ""N.m_off.7"": 0.3572, ""N.m_off.8"": 0.6966, ""N.m_off.9"": 0.4426, ""N.m_off.10"": 0.8878, ""N.q_dead.None"": 0.5923, ""S.s_entry.4"": 0.7804, ""S.s_entry.5"": 0.8637, ""S.s_entry.6"": 0.8441, ""S.s_entry.7"": 0.2854, ""S.s_entry.8"": 0.9092, ""S.s_entry.9"": 0.2672, ""S.s_entry.10"": 0.0955, ""S.s_or.4"": 0.6454, ""S.s_or.5"": 0.1061, ""S.s_or.6"": 0.8128, ""S.s_or.7"": 0.2475, ""S.s_or.8"": 0.6074, ""S.s_or.9"": 0.1462, ""S.s_or.10"": 0.2341, ""S.m_off.4"": 0.5898, ""S.m_off.5"": 0.9094, ""S.m_off.6"": 0.014, ""S.m_off.7"": 0.3561, ""S.m_off.8"": 0.9031, ""S.m_off.9"": 0.1638, ""S.m_off.10"": 0.9047, ""S.q_dead.None"": 0.149}"
60,explore,x029,2026-06-04,0.2303,14.91,4524.5,"{""N.s_entry.4"": 0.8292, ""N.s_entry.5"": 0.7799, ""N.s_entry.6"": 0.1782, ""N.s_entry.7"": 0.3935, ""N.s_entry.8"": 0.2765, ""N.s_entry.9"": 0.3731, ""N.s_entry.10"": 0.56, ""N.s_or.4"": 0.5938, ""N.s_or.5"": 0.7179, ""N.s_or.6"": 0.8723, ""N.s_or.7"": 0.8738, ""N.s_or.8"": 0.4342, ""N.s_or.9"": 0.626, ""N.s_or.10"": 0.0308, ""N.m_off.4"": 0.6759, ""N.m_off.5"": 0.7546, ""N.m_off.6"": 0.2559, ""N.m_off.7"": 0.3572, ""N.m_off.8"": 0.6966, ""N.m_off.9"": 0.4426, ""N.m_off.10"": 0.8878, ""N.q_dead.None"": 0.5923, ""S.s_entry.4"": 0.7804, ""S.s_entry.5"": 0.8637, ""S.s_entry.6"": 0.8441, ""S.s_entry.7"": 0.2854, ""S.s_entry.8"": 0.9092, ""S.s_entry.9"": 0.2672, ""S.s_entry.10"": 0.0955, ""S.s_or.4"": 0.6454, ""S.s_or.5"": 0.1061, ""S.s_or.6"": 0.8128, ""S.s_or.7"": 0.2475, ""S.s_or.8"": 0.6074, ""S.s_or.9"": 0.1462, ""S.s_or.10"": 0.2341, ""S.m_off.4"": 0.5898, ""S.m_off.5"": 0.9094, ""S.m_off.6"": 0.014, ""S.m_off.7"": 0.3561, ""S.m_off.8"": 0.9031, ""S.m_off.9"": 0.1638, ""S.m_off.10"": 0.9047, ""S.q_dead.None"": 0.149}"
61,refine,r000,2026-06-02,0.3252,11.098,2349.1,"{""N.s_entry.4"": 0.4443, ""N.s_entry.5"": 0.4628, ""N.s_entry.6"": 0.4687, ""N.s_entry.7"": 0.3131, ""N.s_entry.8"": 0.4299, ""N.s_entry.9"": 0.2374, ""N.s_entry.10"": 0.3758, ""N.s_or.4"": 0.4159, ""N.s_or.5"": 0.3558, ""N.s_or.6"": 0.2594, ""N.s_or.7"": 0.297, ""N.s_or.8"": 0.2498, ""N.s_or.9"": 0.2482, ""N.s_or.10"": 0.4902, ""N.m_off.4"": 0.3706, ""N.m_off.5"": 0.3251, ""N.m_off.6"": 0.2372, ""N.m_off.7"": 0.3181, ""N.m_off.8"": 0.2483, ""N.m_off.9"": 0.3351, ""N.m_off.10"": 0.41, ""N.q_dead.None"": 0.0605, ""S.s_entry.4"": 0.463, ""S.s_entry.5"": 0.2989, ""S.s_entry.6"": 0.4415, ""S.s_entry.7"": 0.3261, ""S.s_entry.8"": 0.3337, ""S.s_entry.9"": 0.3835, ""S.s_entry.10"": 0.3525, ""S.s_or.4"": 0.5085, ""S.s_or.5"": 0.2773, ""S.s_or.6"": 0.3225, ""S.s_or.7"": 0.2956, ""S.s_or.8"": 0.5319, ""S.s_or.9"": 0.4754, ""S.s_or.10"": 0.5312, ""S.m_off.4"": 0.458, ""S.m_off.5"": 0.4936, ""S.m_off.6"": 0.3711, ""S.m_off.7"": 0.41, ""S.m_off.8"": 0.5319, ""S.m_off.9"": 0.4254, ""S.m_off.10"": 0.3821, ""S.q_dead.None"": 0.1018}"
